0.028321529	-0.028973205	-0.0700372	-0.029678954	-0.014645277	-0.0483343	0.011901454	0.012791394	0.016748074	-0.006061383	-0.0009175975	-0.04803998	-0.012795331	0.11441711	-0.01883234	-0.071437314
0.11421012	-0.08200211	-0.1346973	-0.004986594	0.045267858	-0.113756895	-0.13901821	-0.108114175	-0.06092562	0.12567371	-0.03650083	-0.106369935	0.048498377	0.106359445	-0.14097814	-0.12980802
0.1511867	-0.058668435	-0.24583241	-0.019169236	0.20030567	-0.14573309	-0.18168446	-0.13708921	-0.23885407	0.2378866	0.025398925	-0.1139656	-0.022234246	0.12718558	-0.15310088	-0.21287411
-0.39053813	0.40844566	0.561856	-0.34329796	-0.41865137	0.33228815	0.501287	0.43662557	0.46561155	-0.59373564	-0.24910355	0.3527162	-0.36746004	0.29809433	0.5695014	0.5143374
0.023556286	0.037914783	0.04648572	-0.046082042	-0.037086617	0.033189397	0.019319728	0.0061283424	-0.008980796	0.0062277648	-0.084283985	-0.020047434	-0.06987917	0.11632949	0.03508631	-0.035757147
0.061614227	-0.05764713	-0.05638551	0.000174129	0.09186742	-0.13021475	-0.07082495	-0.049095683	-0.117966	0.07096045	0.038902953	-0.07632719	-0.007188119	-0.070568256	-0.09246453	-0.067798875
-0.3737014	0.39795056	0.5230113	-0.3797019	-0.4014732	0.3293852	0.50639945	0.4095223	0.44066596	-0.5595204	-0.30927745	0.39639348	-0.4085081	0.2963821	0.533988	0.5593964
0.008124811	0.025014738	-0.05037842	0.028871957	0.09211131	-0.025383081	-0.04424073	-0.07397006	-0.025484633	0.09283581	-0.023352949	-0.052794714	0.0030812263	0.06260034	0.006964838	-0.07541352
-0.2875234	0.36658993	0.42983228	-0.3040309	-0.3417295	0.3197815	0.43090436	0.35344532	0.34835225	-0.47769964	-0.25068608	0.3016358	-0.40289882	0.24762297	0.4606404	0.44293526
-0.01738169	-0.01424304	-0.0029598337	0.04047619	-0.0067187715	0.01800853	0.027384542	-0.027478455	0.00067900773	0.04502867	0.04401999	-0.03127798	0.024777725	-0.037646838	-0.04517762	0.00046354107
-0.32186705	0.4439524	0.5004286	-0.3658532	-0.42773098	0.3808058	0.51997	0.42832068	0.49376044	-0.5866563	-0.36051178	0.37549418	-0.4358952	0.31091967	0.54245526	0.528516
0.08485561	-0.07789525	-0.16468991	0.055468023	0.11469055	-0.1197262	-0.063164584	-0.0568821	-0.10198853	0.12837508	0.028920332	-0.0362129	-0.002261007	-0.0063289567	-0.037704397	-0.14117537
-0.15680854	0.16332166	0.27508163	-0.21030729	-0.19600403	0.14984259	0.27519545	0.17426197	0.20634064	-0.28232414	-0.14545579	0.14454643	-0.18414734	0.14007252	0.31905743	0.32235354
0.32935548	-0.29033336	-0.39287838	0.23040931	0.31626683	-0.32228583	-0.40167224	-0.3245367	-0.36518115	0.40724185	0.20543711	-0.3408127	0.2101552	-0.11338639	-0.35432786	-0.49190658
